OccID,OccNo,AcID,SurvivableEnum_DisplayEng
154938,A21P0069,67232,Yes
154938,A21P0069,67232,Yes
154938,A21P0069,67232,Yes
154938,A21P0069,67232,Yes
154936,A21P0068,68792,Yes
154934,A21O0056,68789,
154917,A21P0065,68763,Yes
154917,A21P0065,68763,Yes
154917,A21P0065,68763,Yes
154916,A21P0064,68754,Yes
154915,A21P0063,68753,Yes
154898,A21P0057,68756,Yes
154898,A21P0057,68756,Yes
154893,A21P0056,68738,Yes
154877,A21W0050,68725,Yes
154877,A21W0050,68725,Yes
154877,A21W0050,68725,Yes
154877,A21W0050,68725,Yes
154877,A21W0050,68725,Yes
154876,A21P0055,68722,Yes
154876,A21P0055,68722,Yes
154871,A21W0049,38493,Yes
154866,A21Q0051,42582,Yes
154858,A21O0049,67597,Yes
154851,A21W0045,66155,No
154850,A21P0052,68797,Yes
154849,A21P0051,68755,Yes
154848,A21P0050,68768,Yes
154843,A21Q0047,54911,Yes
154835,A21A0018,68702,Yes
154813,A21Q0040,68684,Yes
154812,A21P0042,2809,Yes
154802,A21P0040,64239,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154783,A21C0052,68666,Yes
154774,A21W0034,68681,Yes
154760,A21W0032,52160,
154746,A21P0037,68624,Yes
154741,A21P0036,68623,Yes
154739,A21P0035,59524,Yes
154737,A21P0034,68612,Yes
154734,A21P0033,68615,Yes
154711,A21Q0024,68588,Yes
154707,A21Q0023,60143,Yes
154700,A21P0029,41676,Yes
154699,A21P0028,37309,Yes
154696,A21O0030,47852,Yes
154688,A21P0027,68566,Yes
154681,A21C0038,68589,No
154677,A21P0026,68559,Yes
154665,A21P0025,68560,Yes
154661,A21P0023,50757,Yes
154651,A21Q0015,68540,Yes
154628,A21Q0013,68413,Yes
154623,A21Q0012,68516,Yes
154620,A21P0020,65583,Yes
154613,A21Q0010,67656,Yes
154606,A21P0018,62196,Yes
154606,A21P0018,62196,Yes
154606,A21P0018,62196,Yes
154605,A21C0024,68503,
154605,A21C0024,68503,
154601,A21Q0007,68501,Unknown
154594,A21P0017,68497,Yes
154589,A21P0015,63171,Yes
154587,A21O0013,68526,Yes
154579,A21W0010,68487,Yes
154569,A21Q0006,68481,Yes
154566,A21Q0005,68474,Yes
154551,A21Q0003,68451,Yes
154548,A21O0006,68448,No
154547,A20Q0112,68446,Yes
154544,A21Q0002,61111,Yes
154531,A21W0006,68434,Yes
154523,A21P0004,65787,Yes
154523,A21P0004,65787,Yes
154500,A21P0002,68410,Yes
154486,A21P0001,68399,Yes
154476,A21W0001,68389,No
154465,A20F0205,66888,Yes
154463,A20P0109,60002,Yes
154460,A20P0108,38882,Yes
154446,A20W0087,68374,Yes
154442,A20P0105,68442,Unknown
154438,A20Q0107,68365,Yes
154436,A20Q0106,65092,Yes
154434,A20W0084,62071,Yes
154430,A20O0106,68366,Yes
154425,A20P0102,3376,Yes
154425,A20P0102,3376,Yes
154421,A20W0083,52792,Yes
154400,A20Q0103,68325,Yes
154396,A20P0099,66750,Yes
154389,A20P0097,62924,Yes
154386,A20P0095,68315,Yes
154385,A20P0094,68314,Yes
154382,A20F0180,65693,Yes
154380,A20Q0101,64964,Yes
154379,A20C0103,68310,
154378,A20W0079,21877,Yes
154364,A20F0172,68305,Yes
154343,A20P0092,27704,Yes
154323,A20P0091,65145,Yes
154319,A20P0090,68264,Yes
154316,A20W0072,57135,No
154311,A20Q0092,68251,Yes
154294,A20P0089,10468,Yes
154292,A20Q0091,68245,Yes
154273,A20Q0087,66500,Yes
154272,A20Q0086,66500,Yes
154271,A20Q0085,68229,Yes
154270,A20Q0084,68228,Yes
154268,A20A0037,68225,Yes
154225,A20P0080,68197,No
154213,A20P0078,68173,Yes
154205,A20P0077,68163,Yes
154202,A20W0056,68164,Yes
154199,A20P0076,68161,Yes
154191,A20P0073,68158,Yes
154184,A20C0076,55959,Yes
154176,A20P0071,68153,Yes
154173,A20Q0079,68137,
154167,A20Q0078,68132,
154149,A20A0027,68144,Yes
154145,A20Q0072,49418,Yes
154139,A20P0068,68139,Yes
154133,A20P0067,47796,Yes
154122,A20P0066,68115,Yes
154115,A20F0120,68113,Yes
154109,A20Q0070,43715,Yes
154108,A20A0021,68102,Yes
154106,A20P0064,68101,Yes
154102,A20W0046,68098,No
154098,A20Q0068,68096,Yes
154097,A20Q0067,15665,Yes
154096,A20Q0066,39676,Yes
154095,A20Q0065,57757,Yes
154090,A20Q0064,68089,Yes
154089,A20P0063,68099,Yes
154077,A20P0062,68085,Yes
154075,A20P0061,24446,Yes
154065,A20A0019,68067,Yes
154065,A20A0019,68067,Yes
154065,A20A0019,68067,Yes
154065,A20A0019,68067,Yes
154058,A20Q0058,1443,Yes
154049,A20Q0055,68051,No
154048,A20O0053,6305,
154048,A20O0053,68058,Yes
154048,A20O0053,68058,Yes
154048,A20O0053,68058,Yes
154039,A20O0052,68043,
154035,A20P0060,68046,Unknown
154029,A20W0036,68037,Yes
154029,A20W0036,68037,Yes
154029,A20W0036,68037,Yes
154007,A20C0044,68021,Yes
154000,A20W0035,68038,No
153998,A20P0057,62692,Yes
153976,A20P0052,35031,Yes
153976,A20P0052,67996,Yes
153972,A20Q0045,67992,Yes
153971,A20C0037,67998,Yes
153970,A20Q0044,67989,Yes
153969,A19Q0211,54731,Yes
153967,A19Q0210,67983,Yes
153967,A19Q0210,67982,Yes
153961,A20P0050,67979,Yes
153941,A20Q0043,64714,Yes
153934,A20P0046,13027,Yes
153933,A20Q0042,67953,
153932,A20P0045,67952,Yes
153922,A20P0042,65269,Yes
153918,A20W0027,67948,Yes
153918,A20W0027,67948,Yes
153909,A20P0041,41676,Yes
153894,A20Q0038,65043,Yes
153893,A20Q0037,66815,Yes
153892,A20P0038,65670,Yes
153892,A20P0038,65670,Yes
153892,A20P0038,65670,Yes
153891,A20Q0036,40580,Yes
153884,A20Q0035,64714,Yes
153879,A20C0022,64248,Yes
153877,A20Q0034,65366,Yes
153875,A20P0036,67929,
153873,A20Q0033,34739,Yes
153870,A20Q0031,67922,Yes
153869,A20Q0030,67921,Yes
153868,A20Q0029,35092,Yes
153866,A20Q0028,35881,Yes
153854,A20F0062,47447,Yes
153830,A20P0030,60002,Yes
153824,A20C0016,54047,
153820,A20P0027,67273,Yes
153815,A20W0016,67887,Yes
153796,A20Q0023,13345,No
153795,A20W0015,67873,Yes
153777,A20Q0021,62979,Yes
153764,A20Q0020,1629,Yes
153758,A20Q0019,66670,Yes
153758,A20Q0019,60742,Yes
153746,A20Q0018,49418,Yes
153742,A20Q0017,67839,Yes
153725,A20P0013,63373,Yes
153700,A20Q0015,67835,
153687,A20Q0012,48490,
153665,A20P0006,48953,Yes
153661,A20P0005,65838,Yes
153644,A19Q0208,61399,Yes
153641,A20Q0008,67803,Yes
153640,A20Q0007,65851,Yes
153639,A20Q0006,57531,Yes
153638,A20Q0005,67797,Yes
153638,A20Q0005,67798,Yes
153636,A19Q0207,60421,Yes
153635,A20Q0004,66241,Yes
153634,A20Q0003,58077,Yes
153633,A20Q0002,60034,Yes
153630,A20A0001,66964,Yes
153605,A19Q0203,58077,Yes
153594,A19P0187,67771,Yes
153583,A19Q0201,66071,Yes
153576,A19O0185,45538,Yes
153553,A19W0163,66403,Yes
153551,A19W0161,50343,Yes
153550,A19P0176,67783,No
153516,A19C0145,65362,Yes
153503,A19Q0194,44937,Yes
153501,A19W0156,67728,Yes
153495,A19O0178,67734,No
153477,A19W0152,67723,Yes
153475,A19Q0192,65029,Yes
153475,A19Q0192,53262,Yes
153474,A19Q0191,64721,Yes
153474,A19Q0191,64840,Yes
153472,A19Q0190,64578,Yes
153470,A19Q0189,67706,Yes
153468,A19Q0188,67705,Yes
153460,A19Q0187,61972,Yes
153426,A19Q0183,67673,Yes
153424,A19C0140,67694,
153405,A19Q0182,67661,Yes
153405,A19Q0182,64339,Yes
153403,A19Q0181,63424,Yes
153402,A19Q0180,67663,Yes
153397,A19Q0179,67659,Yes
153389,A19Q0177,67656,Yes
153379,A19Q0175,67649,Yes
153379,A19Q0175,67649,Yes
153369,A19W0142,43653,Yes
153295,A19W0133,67664,
153291,A19Q0161,32290,Yes
153290,A19Q0160,67638,Yes
153289,A19Q0159,67603,Yes
153288,A19Q0158,63566,Yes
153283,A19P0142,68531,No
153283,A19P0142,68531,No
153283,A19P0142,68531,No
153283,A19P0142,68531,No
153272,A19Q0156,67594,Yes
153209,A19W0124,67560,No
153185,A19P0127,67540,Yes
153174,A19Q0146,67537,Yes
153146,A19W0117,17107,
153145,A19W0116,67521,
153132,A19W0115,67512,Yes
153071,A19W0105,67477,No
153063,A19O0103,67474,Yes
153056,A19Q0128,67467,No
153036,A19Q0119,67447,Yes
153032,A19W0099,64380,No
153032,A19W0099,67442,Yes
153031,A19P0112,67457,Yes
153008,A19W0097,67429,Yes
152999,A19W0095,67436,Yes
152999,A19W0095,67436,Yes
152990,A19W0094,63373,Yes
152974,A19Q0115,30939,Yes
152965,A19A0052,67665,
152962,A19Q0112,67464,Yes
152962,A19Q0112,65029,Yes
152959,A19Q0109,67386,Unknown
152957,A19Q0107,67384,Yes
152952,A19O0089,352,No
152948,A19C0082,67377,Yes
152948,A19C0082,67377,Yes
152940,A19Q0105,65029,Yes
152936,A19Q0104,45787,Yes
152933,A19Q0103,67369,Yes
152919,A19Q0101,67359,Yes
152919,A19Q0101,63475,Yes
152915,A19A0047,67348,Unknown
152902,A19Q0099,67338,Yes
152902,A19Q0099,65838,Yes
152897,A19Q0098,67336,Yes
152896,A19Q0097,65029,Yes
152892,A19Q0096,67350,
152857,A19C0070,64329,Yes
152853,A19O0073,67275,
152849,A19W0074,67283,
152849,A19W0074,67283,
152845,A19Q0091,65194,Yes
152845,A19Q0091,65194,Yes
152845,A19Q0091,65194,Yes
152832,A19Q0088,67276,Yes
152831,A19W0071,67304,Yes
152818,A19Q0084,35426,Yes
152815,A19Q0083,67253,Yes
152812,A19Q0082,67257,Yes
152811,A19Q0081,19768,Yes
152811,A19Q0081,29400,Yes
152806,A19Q0080,67236,Yes
152803,A19O0072,58535,
152803,A19O0072,58535,
152799,A19Q0079,67272,Yes
152798,A19Q0078,67256,Yes
152797,A19Q0077,67235,Yes
152796,A19A0037,67265,Yes
152795,A19Q0076,64013,Yes
152794,A19Q0075,67249,Yes
152760,A19W0066,67262,No
152755,A19W0065,67204,Yes
152751,A19C0053,67244,No
152744,A19W0063,67202,No
152737,A19Q0073,67200,No
152691,A19O0063,40683,Yes
152691,A19O0063,40683,Yes
152691,A19O0063,40683,Yes
152664,A19P0058,67151,Yes
152663,A19W0052,8072,Yes
152659,A19Q0057,58110,Yes
152658,A19Q0056,66755,Yes
152658,A19Q0056,67170,Yes
152656,A19A0025,67150,Yes
152653,A19Q0055,67164,Yes
152638,A19Q0054,66736,Yes
152638,A19Q0054,67165,Yes
152637,A19Q0053,65902,Yes
152633,A19C0038,64015,Yes
152614,A19F0099,62671,Yes
152606,A19Q0048,42432,Yes
152496,A19O0028,62274,
152494,A19O0026,67043,No
152465,A19Q0033,45335,Yes
152462,A19C0016,67009,
152421,A19Q0029,63733,
152381,A19Q0023,64445,Yes
152379,A19Q0022,7977,Yes
152378,A19Q0021,60835,Yes
152368,A19P0021,66652,Yes
152367,A19Q0020,60421,Yes
152363,A19Q0016,66935,Yes
152361,A19P0019,66596,Yes
152360,A19Q0015,66947,Yes
152354,A19Q0014,66831,Yes
152342,A19W0015,44531,No
152334,A19P0015,66919,Yes
152330,A19P0014,51728,Yes
152239,A19Q0001,12058,Yes
152207,A18O0165,64935,
152197,A18Q0203,59294,Yes
152196,A18Q0202,63110,Yes
152195,A18Q0201,66829,Yes
152195,A18Q0201,64840,Yes
152188,A18Q0200,45482,Yes
152183,A18Q0199,66827,Yes
152180,A18P0177,51940,Yes
152104,A18Q0187,13507,Yes
152103,A18Q0186,66770,No
152102,A18Q0185,17151,Yes
152101,A18Q0184,66767,Yes
152101,A18Q0184,66773,Yes
152100,A18Q0183,24283,Yes
152090,A18A0088,2977,Yes
152079,A18O0153,66866,No
152070,A18A0085,66761,Yes
152057,A18O0150,66771,Yes
152057,A18O0150,66743,No
152039,A18Q0177,58771,Yes
152037,A18Q0176,66740,Yes
152035,A18Q0175,66704,Yes
152030,A18C0109,66710,Yes
152014,A18P0163,66691,Yes
152012,A18Q0173,66728,Yes
151998,A18Q0168,66713,Yes
151990,A18Q0167,64933,Yes
151981,A18Q0166,66673,Yes
151968,A18W0156,66661,Yes
151960,A18P0156,65019,Yes
151959,A18P0155,43112,Yes
151953,A18Q0159,39060,Yes
151933,A18Q0158,49418,Yes
151932,A18Q0157,66630,Yes
151923,A18O0134,66617,No
151904,A18P0142,43955,Yes
151849,A18P0130,64195,Yes
151833,A18W0138,64299,Yes
151781,A18W0131,66502,
151770,A18Q0133,51266,Yes
151768,A18Q0132,65704,Yes
151767,A18Q0131,32791,Yes
151765,A18Q0130,890,Yes
151762,A18W0129,66498,Yes
151762,A18W0129,66498,Yes
151762,A18W0129,66498,Yes
151762,A18W0129,66498,Yes
151762,A18W0129,66498,Yes
151762,A18W0129,66498,Yes
151762,A18W0129,66498,Yes
151762,A18W0129,66498,Yes
151762,A18W0129,66498,Yes
151761,A18Q0128,1610,Yes
151754,A18W0126,66491,Yes
151736,A18O0109,66473,
151736,A18O0109,66473,
151734,A18W0123,66468,Yes
151729,A18P0113,66086,Yes
151699,A18P0108,31523,Unknown
151699,A18P0108,31523,Unknown
151699,A18P0108,31523,Unknown
151699,A18P0108,31523,Unknown
151698,A18W0116,66427,No
151692,A18O0107,66434,Yes
151692,A18O0107,66434,Yes
151691,A18W0113,66458,No
151688,A18F0172,66433,No
151687,A18W0111,66455,Yes
151681,A18O0106,66417,No
151649,A18Q0117,66412,Yes
151646,A18Q0115,66407,Yes
151631,A18W0100,66457,
151629,A18Q0114,66378,Yes
151616,A18W0098,66394,No
151612,A18C0066,22730,Yes
151610,A18O0096,66360,No
151605,A18C0064,66357,No
151600,A18A0053,66352,Yes
151600,A18A0053,66352,Yes
151590,A18Q0108,66384,Yes
151579,A18Q0107,27575,Yes
151576,A18Q0105,44520,Yes
151573,A18Q0103,66333,Yes
151560,A18C0054,66323,Yes
151557,A18Q0102,35092,Yes
151547,A18Q0100,66365,Yes
151544,A18P0090,66328,No
151541,A18Q0098,29475,Yes
151541,A18Q0098,66311,Yes
151532,A18C0048,62142,Yes
151528,A18Q0097,4906,Yes
151524,A18Q0096,66298,Yes
151518,A18Q0095,66300,Yes
151518,A18Q0095,66301,Yes
151517,A18Q0094,64438,Yes
151516,A18Q0093,66294,Yes
151498,A18Q0092,66276,Yes
151493,A18Q0091,44876,Yes
151480,A18W0082,62943,Yes
151480,A18W0082,62943,Yes
151480,A18W0082,62943,Yes
151463,A18W0081,30797,Yes
151452,A18Q0082,51302,Yes
151451,A18Q0081,56645,Yes
151450,A18Q0080,64705,Yes
151446,A18C0039,66236,Yes
151440,A18O0068,66231,
151439,A18Q0079,66230,Yes
151438,A18F0122,62967,Yes
151437,A18Q0078,66229,Yes
151436,A18O0067,66242,
151436,A18O0067,66242,
151436,A18O0067,66242,
151435,A18Q0077,65774,Yes
151433,A18Q0076,63733,Yes
151411,A18Q0073,66207,Yes
151403,A18Q0072,66204,Yes
151402,A18Q0071,66208,Yes
151402,A18Q0071,39186,Yes
151367,A18Q0066,66182,Yes
151364,A18C0031,66170,
151364,A18C0031,66170,
151359,A18Q0065,23425,Yes
151358,A18Q0064,64924,Yes
151338,A18W0059,66148,Yes
151337,A18W0058,61905,Yes
151302,A18C0024,66190,Yes
151302,A18C0024,66190,Yes
151285,A18W0054,66119,Yes
151282,A18A0033,66113,Yes
151276,A18Q0053,66167,Yes
151260,A18C0018,66093,Yes
151254,A18F0079,66103,
151244,A18W0052,34605,Yes
151212,A18Q0042,66070,Yes
151203,A18P0042,66313,Yes
151201,A18O0041,66073,Yes
151189,A18Q0041,945,Yes
151188,A18Q0040,64348,Yes
151188,A18Q0040,65028,Yes
151187,A18Q0039,66054,Yes
151187,A18Q0039,63373,Yes
151184,A18A0021,35625,Yes
151179,A18Q0037,24675,Yes
151179,A18Q0037,59980,Yes
151162,A18W0039,66045,Yes
151160,A18F0054,56066,Yes
151159,A18A0018,51394,Yes
151152,A17Q0208,66035,Yes
151141,A18W0036,66048,Yes
151140,A18Q0034,49059,Yes
151140,A18Q0034,66026,Yes
151121,A18Q0030,57640,Yes
151118,A18P0031,65894,Yes
151104,A18F0041,65342,Yes
151084,A18F0038,64013,Yes
151080,A18W0025,65976,Yes
151071,A18P0020,65515,Yes
151020,A18Q0016,65945,No
151014,A18Q0015,54731,Yes
151011,A18W0011,64840,
151007,A18F0021,65935,Yes
151007,A18F0021,48077,Yes
151003,A18Q0012,1046,Yes
151002,A18Q0011,63153,Yes
151000,A18Q0009,65924,Yes
150999,A18Q0008,11551,Yes
150973,A18F0010,61439,Yes
150910,A18O0002,65883,Yes
150910,A18O0002,65242,Yes
150880,A17W0194,65869,Yes
150859,A17Q0195,65857,Yes
150858,A17Q0194,39788,Yes
150858,A17Q0194,32791,Yes
150856,A17Q0193,51266,Yes
150854,A17Q0192,63807,Yes
150853,A17Q0191,23363,Yes
150852,A17Q0190,53470,Yes
150852,A17Q0190,32791,Yes
150851,A17Q0189,65854,Yes
150851,A17Q0189,23593,Yes
150848,A17C0147,65879,No
150846,A17O0264,66717,No
150842,A17C0146,65877,Yes
150789,A17O0256,22486,
150782,A17C0140,65807,Yes
150770,A17W0187,65805,Yes
150768,A17F0295,65793,
150768,A17F0295,65792,
150756,A17W0185,46720,Yes
150683,A17C0132,55897,Yes
150676,A17W0174,65733,Yes
150655,A17W0172,65718,No
150644,A17Q0168,65704,Yes
150643,A17Q0167,65703,Yes
150642,A17Q0166,65702,
150639,A17Q0165,65701,Yes
150638,A17Q0164,65700,Yes
150589,A17A0068,60749,Yes
150549,A17P0149,65652,Yes
150549,A17P0149,65652,Yes
150548,A17A0063,65653,
150513,A17O0209,65582,Unknown
150491,A17W0148,63617,Yes
150491,A17W0148,63617,Yes
150477,A17Q0142,65556,Yes
150475,A17O0204,65555,
150474,A17O0203,65552,Yes
150467,A17Q0141,65554,Yes
150467,A17Q0141,65553,Yes
150455,A17C0116,65529,No
150454,A17F0209,65531,
150429,A17C0112,65508,
150398,A17C0108,65482,No
150397,A17P0123,65481,Yes
150388,A17W0125,65476,Yes
150388,A17W0125,65476,Yes
150356,A17Q0125,65404,
150338,A17P0119,65393,
150327,A17W0118,65380,No
150305,A17Q0119,64997,
150294,A17P0114,65352,Yes
150281,A17W0113,65384,Yes
150281,A17W0113,65384,Yes
150281,A17W0113,65384,Yes
150280,A17W0112,65383,Yes
150280,A17W0112,65383,Yes
150280,A17W0112,65383,Yes
150265,A17A0053,39193,
150253,A17Q0110,65317,Yes
150252,A17Q0109,65344,Yes
150251,A17Q0108,65315,Yes
150247,A17Q0107,65312,Yes
150246,A17Q0106,65311,Yes
150244,A17Q0105,65308,Yes
150242,A17Q0104,65329,Yes
150241,A17Q0103,64450,Yes
150238,A17C0091,65295,Yes
150229,A17Q0102,65291,Yes
150198,A17C0084,65289,Yes
150196,A17Q0098,65293,No
150178,A17O0145,65276,
150176,A17O0144,65271,
150170,A17F0159,23548,Yes
150163,A17P0098,65239,
150150,A17Q0095,65225,
150139,A17P0094,65212,Yes
150118,A17W0094,65186,Yes
150097,A17P0091,65147,
150088,A17W0091,65139,Yes
150088,A17W0091,65139,Yes
150088,A17W0091,65139,Yes
150088,A17W0091,65139,Yes
150075,A17O0124,65131,
150049,A17P0084,65112,
150041,A17Q0078,65081,Yes
150033,A17P0079,65129,
150025,A17Q0077,34815,Yes
150021,A17W0078,64982,
150020,A17Q0076,64984,Yes
150020,A17Q0076,64983,Yes
150019,A17Q0075,65092,Yes
150018,A17Q0074,53872,Yes
149987,A17Q0072,64883,No
149965,A17Q0069,64844,Yes
149964,A17Q0068,64843,Yes
149963,A17Q0067,64842,
149944,A17Q0062,9278,Yes
149932,A17P0070,64822,
149931,A17O0106,64837,
149931,A17O0106,64837,
149930,A17Q0059,64824,Yes
149882,A17Q0050,3192,No
149830,A17Q0041,39932,Yes
149827,A17F0085,64747,
149702,A17Q0030,64667,Yes
149702,A17Q0030,64666,No
149685,A17C0027,64531,Yes
149684,A17F0052,60952,Yes
149665,A17Q0028,42432,Yes
149613,A17O0025,21943,Yes
149593,A17F0032,64383,Yes
149567,A17W0024,64359,No
149561,A17P0016,64372,Yes
149551,A17C0011,64353,
149547,A17W0020,64346,
149505,A17Q0008,64308,Yes
149488,A17O0011,64280,Yes
149486,A17P0007,64026,Yes
149466,A17P0003,29731,
149455,A17F0004,64300,Yes
149452,A16F0233,51834,
149437,A17O0002,64234,Unknown
149406,A17F0001,64342,
149384,A16P0223,41483,Yes
149379,A16W0180,34490,Yes
149361,A16A0115,63558,
149360,A16A0114,64182,
149347,A16Q0167,21023,Yes
149337,A16Q0166,64160,Yes
149333,A16Q0165,64158,Yes
149331,A16Q0164,64178,Yes
149328,A16Q0163,64155,No
149314,A16Q0162,64143,Yes
149312,A16W0170,1523,Yes
149309,A16Q0161,55803,Yes
149293,A16F0204,64146,
149291,A16F0203,45223,
149283,A16Q0157,64123,Yes
149271,A16W0160,64105,
149271,A16W0160,64105,
149271,A16W0160,64105,
149271,A16W0160,64105,
149267,A16F0195,49225,Yes
149267,A16F0195,64112,Yes
149266,A16F0194,64111,Yes
149266,A16F0194,64110,Yes
149263,A16P0207,22007,
149247,A16A0108,64029,
149231,A16A0107,64076,
149228,A16O0158,52114,Yes
149222,A16Q0146,64075,Yes
149183,A16C0125,49225,
149164,A16P0192,64009,Yes
149159,A16Q0132,64021,Yes
149152,A16Q0129,39788,Yes
149136,A16C0117,63971,
149131,A16F0161,63970,
149128,A16C0115,13456,
149128,A16C0115,13456,
149128,A16C0115,13456,
149125,A16P0186,63993,No
149112,A16O0146,63942,
149100,A16P0180,63947,Yes
149097,A16W0141,63962,
149078,A16W0139,63922,Yes
149078,A16W0139,63922,Yes
149078,A16W0139,63922,Yes
149078,A16W0139,63922,Yes
149078,A16W0139,63922,Yes
149078,A16W0139,63922,Yes
149078,A16W0139,63922,Yes
149078,A16W0139,63922,Yes
149078,A16W0139,63922,Yes
149069,A16P0177,63892,
149069,A16P0177,63892,
149055,A16Q0119,63883,Yes
149055,A16Q0119,63883,Yes
149054,A16Q0118,60545,No
149047,A16O0134,63890,Yes
149044,A16W0135,63871,Yes
149022,A16A0088,63842,Yes
149017,A16W0131,63839,Yes
149006,A16W0129,63833,Yes
149006,A16W0129,63833,Yes
148998,A16F0139,63823,Yes
148998,A16F0139,63817,Yes
148990,A16W0127,63803,Yes
148986,A16O0124,63794,
148985,A16P0161,63813,Yes
148985,A16P0161,63813,Yes
148984,A16P0160,8614,No
148984,A16P0160,8614,No
148976,A16F0133,39556,
148975,A16O0122,63809,No
148973,A16W0126,63789,Yes
148973,A16W0126,63789,Yes
148973,A16W0126,63789,Yes
148973,A16W0126,63789,Yes
148972,A16A0084,63802,No
148965,A16C0098,63775,Unknown
148938,A16Q0103,31696,Yes
148932,A16Q0102,1046,Yes
148930,A16Q0101,63286,Yes
148924,A16Q0099,63745,Yes
148913,A16P0141,9067,
148905,A16A0076,63726,Yes
148905,A16A0076,63726,Yes
148905,A16A0076,63726,Yes
148888,A16F0123,63717,
148881,A16Q0097,63714,No
148863,A16A0073,63702,
148859,A16Q0093,49761,Yes
148858,A16Q0092,48356,Yes
148848,A16C0084,63639,No
148847,A16Q0090,63854,Yes
148843,A16O0102,63646,Yes
148834,A16A0070,63686,Yes
148831,A16Q0088,63631,Yes
148819,A16W0105,63610,
148819,A16W0105,63610,
148817,A16W0104,63609,Yes
148816,A16Q0087,63625,Yes
148815,A16Q0086,22137,Yes
148813,A16Q0085,33413,Yes
148810,A16Q0084,63623,Yes
148808,A16W0103,63598,
148801,A16O0096,63611,Yes
148801,A16O0096,63611,Yes
148800,A16Q0083,63621,Yes
148798,A16Q0082,63632,Yes
148775,A16P0116,63580,No
148770,A16P0114,63505,
148768,A16A0064,63574,Yes
148765,A16W0094,63575,No
148763,A16F0110,36597,
148754,A16C0072,63570,No
148742,A16W0092,35237,Yes
148729,A16C0069,63537,No
148721,A16Q0076,63531,Yes
148706,A16Q0075,101,Yes
148699,A16P0100,59667,
148698,A16W0082,63526,Yes
148696,A16C0064,63527,No
148693,A16F0095,63522,Yes
148689,A16W0078,29511,Yes
148679,A16W0074,63504,
148678,A16Q0074,63486,No
148664,A16Q0068,63497,
148662,A16Q0067,63496,
148656,A16C0058,63467,Yes
148643,A16P0091,54180,
148610,A16A0055,62827,Yes
148606,A16W0064,63427,Yes
148606,A16W0064,63427,Yes
148606,A16W0064,63427,Yes
148606,A16W0064,63427,Yes
148582,A16W0061,63404,
148564,A16P0078,2139,Yes
148542,A16F0079,58200,
148536,A16A0048,63370,Yes
148535,A16C0046,63363,
148529,A16P0071,15898,
148528,A16C0045,63356,Yes
148527,A16Q0045,41327,Yes
148522,A16W0050,63357,No
148512,A16P0069,64362,Yes
148512,A16P0069,64362,Yes
148512,A16P0069,64362,Yes
148498,A16Q0040,15341,Yes
148493,A16O0051,63321,Yes
148489,A16A0044,63316,Yes
148477,A16A0041,58681,Yes
148449,A16P0060,63279,
148444,A16A0039,62683,Yes
148403,A16W0035,63304,Yes
148402,A16W0034,63300,Yes
148396,A16A0032,63259,No
148372,A16P0045,63202,Yes
148353,A16W0032,63168,Yes
148351,A16A0024,58546,Yes
148339,A16P0042,63171,Yes
148336,A16P0041,63179,Yes
148312,A16Q0020,31980,Yes
148272,A16W0023,63111,Yes
148250,A16O0016,50205,Yes
148250,A16O0016,17321,Yes
148247,A16Q0013,39517,Yes
148218,A16C0010,63008,Yes
148147,A16W0006,62943,Yes
148104,A15F0165,55915,Yes
148104,A15F0165,55915,Yes
148089,A15Q0183,62909,Yes
148045,A15C0163,63220,No
148021,A15Q0176,62837,Yes
148015,A15F0150,34435,Yes
148009,A15F0148,50950,Yes
148006,A15C0159,7819,Yes
147965,A15W0169,55159,Yes
147962,A15P0217,63915,Yes
147957,A15Q0167,40875,Yes
147955,A15O0188,62791,No
147945,A15O0185,65148,
147906,A15C0146,62723,No
147889,A15W0157,62696,No
147878,A15C0142,62685,Yes
147878,A15C0142,62685,Yes
147873,A15Q0161,35903,Yes
147873,A15Q0161,35903,Yes
147855,A15C0141,47272,Yes
147851,A15F0124,61528,
147837,A15H0003,62638,Yes
147837,A15H0003,62639,Yes
147832,A15C0137,62646,Yes
147825,A15F0119,37424,
147796,A15Q0142,62596,Yes
147780,A15Q0137,12228,Yes
147779,A15Q0136,62575,
147768,A15C0134,17034,Yes
147768,A15C0134,17034,Yes
147768,A15C0134,17034,Yes
147768,A15C0134,17034,Yes
147768,A15C0134,17034,Yes
147767,A15O0160,62564,Yes
147767,A15O0160,62564,Yes
147754,A15W0140,62573,Yes
147750,A15W0139,62553,Yes
147750,A15W0139,62553,Yes
147749,A15C0130,62554,No
147747,A15C0129,44877,No
147738,A15O0155,62536,No
147714,A15Q0126,62520,
147678,A15O0146,62476,
147676,A15C0120,50683,Yes
147676,A15C0120,50683,Yes
147668,A15O0143,62468,Yes
147668,A15O0143,62468,Yes
147661,A15W0128,62464,Yes
147656,A15Q0120,62470,No
147637,A15P0169,62444,Yes
