REF_DATE,GEO,Screened traffic,VALUE
Aug-19,"Total of eight largest airports, Canada",Domestic sector passengers,2578172
Aug-19,"Total of eight largest airports, Canada",Transborder sector passengers,1423972
Aug-19,"Total of eight largest airports, Canada",Other International sector passengers,1459087
Aug-19,"Total of eight largest airports, Canada",Non-passengers,69462
Aug-19,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,207389
Aug-19,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,202571
Aug-19,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,172510
Aug-19,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,19862
Aug-19,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,10199
Aug-19,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,4818
Aug-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,849441
Aug-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,838512
Aug-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,248520
Aug-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,211782
Aug-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,378210
Aug-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,10929
Aug-19,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,212647
Aug-19,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,209091
Aug-19,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,171909
Aug-19,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,26050
Aug-19,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,11132
Aug-19,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,3556
Aug-19,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,2020920
Aug-19,"Toronto/Lester B Pearson International, Ontario",Total passengers,1999755
Aug-19,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,674412
Aug-19,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,629088
Aug-19,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,696255
Aug-19,"Toronto/Lester B Pearson International, Ontario",Non-passengers,21165
Aug-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,198230
Aug-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,196486
Aug-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,176102
Aug-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,19336
Aug-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,1048
Aug-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1744
Aug-19,"Calgary International, Alberta",Total screened traffic,621170
Aug-19,"Calgary International, Alberta",Total passengers,615151
Aug-19,"Calgary International, Alberta",Domestic sector passengers,388173
Aug-19,"Calgary International, Alberta",Transborder sector passengers,165602
Aug-19,"Calgary International, Alberta",Other International sector passengers,61376
Aug-19,"Calgary International, Alberta",Non-passengers,6019
Aug-19,"Edmonton International, Alberta",Total screened traffic,322267
Aug-19,"Edmonton International, Alberta",Total passengers,315556
Aug-19,"Edmonton International, Alberta",Domestic sector passengers,276373
Aug-19,"Edmonton International, Alberta",Transborder sector passengers,30424
Aug-19,"Edmonton International, Alberta",Other International sector passengers,8759
Aug-19,"Edmonton International, Alberta",Non-passengers,6711
Aug-19,"Vancouver International, British Columbia",Total screened traffic,1098629
Aug-19,"Vancouver International, British Columbia",Total passengers,1084109
Aug-19,"Vancouver International, British Columbia",Domestic sector passengers,470173
Aug-19,"Vancouver International, British Columbia",Transborder sector passengers,321828
Aug-19,"Vancouver International, British Columbia",Other International sector passengers,292108
Aug-19,"Vancouver International, British Columbia",Non-passengers,14520
Sep-19,"Total of eight largest airports, Canada",Total screened traffic,4716238
Sep-19,"Total of eight largest airports, Canada",Total passengers,4653281
Sep-19,"Total of eight largest airports, Canada",Domestic sector passengers,2201623
Sep-19,"Total of eight largest airports, Canada",Transborder sector passengers,1238611
Sep-19,"Total of eight largest airports, Canada",Other International sector passengers,1213047
Sep-19,"Total of eight largest airports, Canada",Non-passengers,62957
Sep-19,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,172290
Sep-19,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,168158
Sep-19,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,142040
Sep-19,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,17164
Sep-19,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,8954
Sep-19,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,4132
Sep-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,743095
Sep-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,733948
Sep-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,239032
Sep-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,183777
Sep-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,311139
Sep-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,9147
Sep-19,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,195436
Sep-19,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,191860
Sep-19,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,157872
Sep-19,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,23726
Sep-19,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,10262
Sep-19,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,3576
Sep-19,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1678959
Sep-19,"Toronto/Lester B Pearson International, Ontario",Total passengers,1659033
Sep-19,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,544192
Sep-19,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,539344
Sep-19,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,575497
Sep-19,"Toronto/Lester B Pearson International, Ontario",Non-passengers,19926
Sep-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,166238
Sep-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,164624
Sep-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,145877
Sep-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,18747
Sep-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1614
Sep-19,"Calgary International, Alberta",Total screened traffic,543486
Sep-19,"Calgary International, Alberta",Total passengers,538569
Sep-19,"Calgary International, Alberta",Domestic sector passengers,329907
Sep-19,"Calgary International, Alberta",Transborder sector passengers,154908
Sep-19,"Calgary International, Alberta",Other International sector passengers,53754
Sep-19,"Calgary International, Alberta",Non-passengers,4917
Sep-19,"Edmonton International, Alberta",Total screened traffic,274827
Sep-19,"Edmonton International, Alberta",Total passengers,268421
Sep-19,"Edmonton International, Alberta",Domestic sector passengers,229744
Sep-19,"Edmonton International, Alberta",Transborder sector passengers,31733
Sep-19,"Edmonton International, Alberta",Other International sector passengers,6944
Sep-19,"Edmonton International, Alberta",Non-passengers,6406
Sep-19,"Vancouver International, British Columbia",Total screened traffic,941907
Sep-19,"Vancouver International, British Columbia",Total passengers,928668
Sep-19,"Vancouver International, British Columbia",Domestic sector passengers,412959
Sep-19,"Vancouver International, British Columbia",Transborder sector passengers,269212
Sep-19,"Vancouver International, British Columbia",Other International sector passengers,246497
Sep-19,"Vancouver International, British Columbia",Non-passengers,13239
Oct-19,"Total of eight largest airports, Canada",Total screened traffic,4575232
Oct-19,"Total of eight largest airports, Canada",Total passengers,4512960
Oct-19,"Total of eight largest airports, Canada",Domestic sector passengers,2119978
Oct-19,"Total of eight largest airports, Canada",Transborder sector passengers,1282424
Oct-19,"Total of eight largest airports, Canada",Other International sector passengers,1110558
Oct-19,"Total of eight largest airports, Canada",Non-passengers,62272
Oct-19,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,161931
Oct-19,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,158188
Oct-19,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,135433
Oct-19,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,17012
Oct-19,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,5743
Oct-19,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,3743
Oct-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,700608
Oct-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,692632
Oct-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,237645
Oct-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,195464
Oct-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,259523
Oct-19,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,7976
Oct-19,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,205660
Oct-19,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,202068
Oct-19,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,167408
Oct-19,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,26016
Oct-19,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,8644
Oct-19,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,3592
Oct-19,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1690949
Oct-19,"Toronto/Lester B Pearson International, Ontario",Total passengers,1669898
Oct-19,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,529735
Oct-19,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,583228
Oct-19,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,556935
Oct-19,"Toronto/Lester B Pearson International, Ontario",Non-passengers,21051
Oct-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,170161
Oct-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,168411
Oct-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,149287
Oct-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,18956
Oct-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,168
Oct-19,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1750
